,Vhalf,Kmax,Ku,N,EC50,param_id
0,-7.8585,3391.613185491529,0.0020449034846484362,1.0,1.0,7767.0
0,-7.8585,3391.613185491529,0.005275173787722109,1.0,1.0,7768.0
0,-7.8585,3391.613185491529,0.05420973847557029,1.0,1.0,7769.0
0,-7.8585,3391.613185491529,0.0760138578786789,1.0,1.0,7770.0
0,-7.8585,26432.410336767512,0.0020449034846484362,1.0,1.0,7771.0
0,-7.8585,26432.410336767512,0.005275173787722109,1.0,1.0,7772.0
0,-7.8585,26432.410336767512,0.05420973847557029,1.0,1.0,7773.0
0,-7.8585,26432.410336767512,0.0760138578786789,1.0,1.0,7774.0
0,-7.8585,205999.99999999994,0.0020449034846484362,1.0,1.0,7775.0
0,-7.8585,205999.99999999994,0.005275173787722109,1.0,1.0,7776.0
0,-7.8585,205999.99999999994,0.05420973847557029,1.0,1.0,7777.0
0,-7.8585,205999.99999999994,0.0760138578786789,1.0,1.0,7778.0
0,-7.8585,37350000.00000001,0.0020449034846484362,1.0,1.0,7779.0
0,-7.8585,37350000.00000001,0.005275173787722109,1.0,1.0,7780.0
0,-7.8585,37350000.00000001,0.05420973847557029,1.0,1.0,7781.0
0,-7.8585,37350000.00000001,0.0760138578786789,1.0,1.0,7782.0
0,-7.8585,47776898.61884367,0.0020449034846484362,1.0,1.0,7783.0
0,-7.8585,47776898.61884367,0.005275173787722109,1.0,1.0,7784.0
0,-7.8585,47776898.61884367,0.05420973847557029,1.0,1.0,7785.0
0,-7.8585,47776898.61884367,0.0760138578786789,1.0,1.0,7786.0
0,-7.8585,61114646.36239009,0.0020449034846484362,1.0,1.0,7787.0
0,-7.8585,61114646.36239009,0.005275173787722109,1.0,1.0,7788.0
0,-7.8585,61114646.36239009,0.05420973847557029,1.0,1.0,7789.0
0,-7.8585,61114646.36239009,0.0760138578786789,1.0,1.0,7790.0
0,-7.8585,78175857.11867201,0.0020449034846484362,1.0,1.0,7791.0
0,-7.8585,78175857.11867201,0.005275173787722109,1.0,1.0,7792.0
0,-7.8585,78175857.11867201,0.05420973847557029,1.0,1.0,7793.0
0,-7.8585,78175857.11867201,0.0760138578786789,1.0,1.0,7794.0
0,-7.8585,100000000.0,0.0020449034846484362,1.0,1.0,7795.0
0,-7.8585,100000000.0,0.005275173787722109,1.0,1.0,7796.0
0,-7.8585,100000000.0,0.05420973847557029,1.0,1.0,7797.0
0,-7.8585,100000000.0,0.0760138578786789,1.0,1.0,7798.0
0,-7.8585,650423.3455655788,1.7900000000000005e-05,1.0,1.0,7799.0
0,-7.8585,650423.3455655788,4.617607212716914e-05,1.0,1.0,7800.0
0,-7.8585,650423.3455655788,0.00011911897413930335,1.0,1.0,7801.0
0,-7.8585,650423.3455655788,0.00030728750511569076,1.0,1.0,7802.0
0,-7.8585,650423.3455655788,0.0007927000000000001,1.0,1.0,7803.0
0,-7.8585,650423.3455655788,0.01,1.0,1.0,7804.0
0,-7.8585,650423.3455655788,0.014022177567400491,1.0,1.0,7805.0
0,-7.8585,650423.3455655788,0.019662146373170954,1.0,1.0,7806.0
0,-7.8585,650423.3455655788,0.027570610780082282,1.0,1.0,7807.0
0,-7.8585,650423.3455655788,0.03865999999999999,1.0,1.0,7808.0
0,-7.8585,650423.3455655788,0.09967,1.0,1.0,7809.0
0,-7.8585,650423.3455655788,0.12922052653063773,1.0,1.0,7810.0
0,-7.8585,650423.3455655788,0.16753230136305056,1.0,1.0,7811.0
0,-7.8585,650423.3455655788,0.21720289147208666,1.0,1.0,7812.0
0,-7.8585,650423.3455655788,0.2816,1.0,1.0,7813.0
0,-7.8585,650423.3455655788,0.0020449034846484362,1.0,1.0,7814.0
0,-7.8585,650423.3455655788,0.005275173787722109,1.0,1.0,7815.0
0,-7.8585,650423.3455655788,0.05420973847557029,1.0,1.0,7816.0
0,-7.8585,650423.3455655788,0.0760138578786789,1.0,1.0,7817.0
0,-7.8585,2053643.342022915,1.7900000000000005e-05,1.0,1.0,7818.0
0,-7.8585,2053643.342022915,4.617607212716914e-05,1.0,1.0,7819.0
0,-7.8585,2053643.342022915,0.00011911897413930335,1.0,1.0,7820.0
0,-7.8585,2053643.342022915,0.00030728750511569076,1.0,1.0,7821.0
0,-7.8585,2053643.342022915,0.0007927000000000001,1.0,1.0,7822.0
0,-7.8585,2053643.342022915,0.01,1.0,1.0,7823.0
0,-7.8585,2053643.342022915,0.014022177567400491,1.0,1.0,7824.0
0,-7.8585,2053643.342022915,0.019662146373170954,1.0,1.0,7825.0
0,-7.8585,2053643.342022915,0.027570610780082282,1.0,1.0,7826.0
0,-7.8585,2053643.342022915,0.03865999999999999,1.0,1.0,7827.0
0,-7.8585,2053643.342022915,0.09967,1.0,1.0,7828.0
0,-7.8585,2053643.342022915,0.12922052653063773,1.0,1.0,7829.0
0,-7.8585,2053643.342022915,0.16753230136305056,1.0,1.0,7830.0
0,-7.8585,2053643.342022915,0.21720289147208666,1.0,1.0,7831.0
0,-7.8585,2053643.342022915,0.2816,1.0,1.0,7832.0
0,-7.8585,2053643.342022915,0.0020449034846484362,1.0,1.0,7833.0
0,-7.8585,2053643.342022915,0.005275173787722109,1.0,1.0,7834.0
0,-7.8585,2053643.342022915,0.05420973847557029,1.0,1.0,7835.0
0,-7.8585,2053643.342022915,0.0760138578786789,1.0,1.0,7836.0
0,-7.8585,6484162.976296218,1.7900000000000005e-05,1.0,1.0,7837.0
0,-7.8585,6484162.976296218,4.617607212716914e-05,1.0,1.0,7838.0
0,-7.8585,6484162.976296218,0.00011911897413930335,1.0,1.0,7839.0
0,-7.8585,6484162.976296218,0.00030728750511569076,1.0,1.0,7840.0
0,-7.8585,6484162.976296218,0.0007927000000000001,1.0,1.0,7841.0
0,-7.8585,6484162.976296218,0.01,1.0,1.0,7842.0
0,-7.8585,6484162.976296218,0.014022177567400491,1.0,1.0,7843.0
0,-7.8585,6484162.976296218,0.019662146373170954,1.0,1.0,7844.0
0,-7.8585,6484162.976296218,0.027570610780082282,1.0,1.0,7845.0
0,-7.8585,6484162.976296218,0.03865999999999999,1.0,1.0,7846.0
0,-7.8585,6484162.976296218,0.09967,1.0,1.0,7847.0
0,-7.8585,6484162.976296218,0.12922052653063773,1.0,1.0,7848.0
0,-7.8585,6484162.976296218,0.16753230136305056,1.0,1.0,7849.0
0,-7.8585,6484162.976296218,0.21720289147208666,1.0,1.0,7850.0
0,-7.8585,6484162.976296218,0.2816,1.0,1.0,7851.0
0,-7.8585,6484162.976296218,0.0020449034846484362,1.0,1.0,7852.0
0,-7.8585,6484162.976296218,0.005275173787722109,1.0,1.0,7853.0
0,-7.8585,6484162.976296218,0.05420973847557029,1.0,1.0,7854.0
0,-7.8585,6484162.976296218,0.0760138578786789,1.0,1.0,7855.0
0,-7.8585,20473062.991432272,1.7900000000000005e-05,1.0,1.0,7856.0
0,-7.8585,20473062.991432272,4.617607212716914e-05,1.0,1.0,7857.0
0,-7.8585,20473062.991432272,0.00011911897413930335,1.0,1.0,7858.0
0,-7.8585,20473062.991432272,0.00030728750511569076,1.0,1.0,7859.0
0,-7.8585,20473062.991432272,0.0007927000000000001,1.0,1.0,7860.0
0,-7.8585,20473062.991432272,0.01,1.0,1.0,7861.0
0,-7.8585,20473062.991432272,0.014022177567400491,1.0,1.0,7862.0
0,-7.8585,20473062.991432272,0.019662146373170954,1.0,1.0,7863.0
0,-7.8585,20473062.991432272,0.027570610780082282,1.0,1.0,7864.0
0,-7.8585,20473062.991432272,0.03865999999999999,1.0,1.0,7865.0
0,-7.8585,20473062.991432272,0.09967,1.0,1.0,7866.0
0,-7.8585,20473062.991432272,0.12922052653063773,1.0,1.0,7867.0
0,-7.8585,20473062.991432272,0.16753230136305056,1.0,1.0,7868.0
0,-7.8585,20473062.991432272,0.21720289147208666,1.0,1.0,7869.0
0,-7.8585,20473062.991432272,0.2816,1.0,1.0,7870.0
0,-7.8585,20473062.991432272,0.0020449034846484362,1.0,1.0,7871.0
0,-7.8585,20473062.991432272,0.005275173787722109,1.0,1.0,7872.0
0,-7.8585,20473062.991432272,0.05420973847557029,1.0,1.0,7873.0
0,-7.8585,20473062.991432272,0.0760138578786789,1.0,1.0,7874.0
0,-7.8585,155.88726443420438,1.7900000000000005e-05,1.0,1.0,7875.0
0,-7.8585,155.88726443420438,4.617607212716914e-05,1.0,1.0,7876.0
0,-7.8585,155.88726443420438,0.00011911897413930335,1.0,1.0,7877.0
0,-7.8585,155.88726443420438,0.00030728750511569076,1.0,1.0,7878.0
0,-7.8585,155.88726443420438,0.0007927000000000001,1.0,1.0,7879.0
0,-7.8585,155.88726443420438,0.01,1.0,1.0,7880.0
0,-7.8585,155.88726443420438,0.014022177567400491,1.0,1.0,7881.0
0,-7.8585,155.88726443420438,0.019662146373170954,1.0,1.0,7882.0
0,-7.8585,155.88726443420438,0.027570610780082282,1.0,1.0,7883.0
0,-7.8585,155.88726443420438,0.03865999999999999,1.0,1.0,7884.0
0,-7.8585,155.88726443420438,0.09967,1.0,1.0,7885.0
0,-7.8585,155.88726443420438,0.12922052653063773,1.0,1.0,7886.0
0,-7.8585,155.88726443420438,0.16753230136305056,1.0,1.0,7887.0
0,-7.8585,155.88726443420438,0.21720289147208666,1.0,1.0,7888.0
0,-7.8585,155.88726443420438,0.2816,1.0,1.0,7889.0
0,-7.8585,155.88726443420438,0.0020449034846484362,1.0,1.0,7890.0
0,-7.8585,155.88726443420438,0.005275173787722109,1.0,1.0,7891.0
0,-7.8585,155.88726443420438,0.05420973847557029,1.0,1.0,7892.0
0,-7.8585,155.88726443420438,0.0760138578786789,1.0,1.0,7893.0
0,-7.8585,1214.9015570016766,1.7900000000000005e-05,1.0,1.0,7894.0
0,-7.8585,1214.9015570016766,4.617607212716914e-05,1.0,1.0,7895.0
0,-7.8585,1214.9015570016766,0.00011911897413930335,1.0,1.0,7896.0
0,-7.8585,1214.9015570016766,0.00030728750511569076,1.0,1.0,7897.0
0,-7.8585,1214.9015570016766,0.0007927000000000001,1.0,1.0,7898.0
0,-7.8585,1214.9015570016766,0.01,1.0,1.0,7899.0
0,-7.8585,1214.9015570016766,0.014022177567400491,1.0,1.0,7900.0
0,-7.8585,1214.9015570016766,0.019662146373170954,1.0,1.0,7901.0
0,-7.8585,1214.9015570016766,0.027570610780082282,1.0,1.0,7902.0
0,-7.8585,1214.9015570016766,0.03865999999999999,1.0,1.0,7903.0
0,-7.8585,1214.9015570016766,0.09967,1.0,1.0,7904.0
0,-7.8585,1214.9015570016766,0.12922052653063773,1.0,1.0,7905.0
0,-7.8585,1214.9015570016766,0.16753230136305056,1.0,1.0,7906.0
0,-7.8585,1214.9015570016766,0.21720289147208666,1.0,1.0,7907.0
0,-7.8585,1214.9015570016766,0.2816,1.0,1.0,7908.0
0,-7.8585,1214.9015570016766,0.0020449034846484362,1.0,1.0,7909.0
0,-7.8585,1214.9015570016766,0.005275173787722109,1.0,1.0,7910.0
0,-7.8585,1214.9015570016766,0.05420973847557029,1.0,1.0,7911.0
0,-7.8585,1214.9015570016766,0.0760138578786789,1.0,1.0,7912.0
0,-7.8585,9468.289783403514,1.7900000000000005e-05,1.0,1.0,7913.0
0,-7.8585,9468.289783403514,4.617607212716914e-05,1.0,1.0,7914.0
0,-7.8585,9468.289783403514,0.00011911897413930335,1.0,1.0,7915.0
0,-7.8585,9468.289783403514,0.00030728750511569076,1.0,1.0,7916.0
0,-7.8585,9468.289783403514,0.0007927000000000001,1.0,1.0,7917.0
0,-7.8585,9468.289783403514,0.01,1.0,1.0,7918.0
0,-7.8585,9468.289783403514,0.014022177567400491,1.0,1.0,7919.0
0,-7.8585,9468.289783403514,0.019662146373170954,1.0,1.0,7920.0
0,-7.8585,9468.289783403514,0.027570610780082282,1.0,1.0,7921.0
0,-7.8585,9468.289783403514,0.03865999999999999,1.0,1.0,7922.0
0,-7.8585,9468.289783403514,0.09967,1.0,1.0,7923.0
0,-7.8585,9468.289783403514,0.12922052653063773,1.0,1.0,7924.0
0,-7.8585,9468.289783403514,0.16753230136305056,1.0,1.0,7925.0
0,-7.8585,9468.289783403514,0.21720289147208666,1.0,1.0,7926.0
0,-7.8585,9468.289783403514,0.2816,1.0,1.0,7927.0
0,-7.8585,9468.289783403514,0.0020449034846484362,1.0,1.0,7928.0
0,-7.8585,9468.289783403514,0.005275173787722109,1.0,1.0,7929.0
0,-7.8585,9468.289783403514,0.05420973847557029,1.0,1.0,7930.0
0,-7.8585,9468.289783403514,0.0760138578786789,1.0,1.0,7931.0
0,-7.8585,73790.7618159219,1.7900000000000005e-05,1.0,1.0,7932.0
0,-7.8585,73790.7618159219,4.617607212716914e-05,1.0,1.0,7933.0
0,-7.8585,73790.7618159219,0.00011911897413930335,1.0,1.0,7934.0
0,-7.8585,73790.7618159219,0.00030728750511569076,1.0,1.0,7935.0
0,-7.8585,73790.7618159219,0.0007927000000000001,1.0,1.0,7936.0
0,-7.8585,73790.7618159219,0.01,1.0,1.0,7937.0
0,-7.8585,73790.7618159219,0.014022177567400491,1.0,1.0,7938.0
0,-7.8585,73790.7618159219,0.019662146373170954,1.0,1.0,7939.0
0,-7.8585,73790.7618159219,0.027570610780082282,1.0,1.0,7940.0
0,-7.8585,73790.7618159219,0.03865999999999999,1.0,1.0,7941.0
0,-7.8585,73790.7618159219,0.09967,1.0,1.0,7942.0
0,-7.8585,73790.7618159219,0.12922052653063773,1.0,1.0,7943.0
0,-7.8585,73790.7618159219,0.16753230136305056,1.0,1.0,7944.0
0,-7.8585,73790.7618159219,0.21720289147208666,1.0,1.0,7945.0
0,-7.8585,73790.7618159219,0.2816,1.0,1.0,7946.0
0,-7.8585,73790.7618159219,0.0020449034846484362,1.0,1.0,7947.0
0,-7.8585,73790.7618159219,0.005275173787722109,1.0,1.0,7948.0
0,-7.8585,73790.7618159219,0.05420973847557029,1.0,1.0,7949.0
0,-7.8585,73790.7618159219,0.0760138578786789,1.0,1.0,7950.0
0,-4.502750000000001,1.0,0.0020449034846484362,1.0,1.0,7951.0
0,-4.502750000000001,1.0,0.005275173787722109,1.0,1.0,7952.0
0,-4.502750000000001,1.0,0.05420973847557029,1.0,1.0,7953.0
0,-4.502750000000001,1.0,0.0760138578786789,1.0,1.0,7954.0
0,-4.502750000000001,2.340347319320716,0.0020449034846484362,1.0,1.0,7955.0
0,-4.502750000000001,2.340347319320716,0.005275173787722109,1.0,1.0,7956.0
0,-4.502750000000001,2.340347319320716,0.05420973847557029,1.0,1.0,7957.0
0,-4.502750000000001,2.340347319320716,0.0760138578786789,1.0,1.0,7958.0
0,-4.502750000000001,5.477225575051662,1.7900000000000005e-05,1.0,1.0,7959.0
0,-4.502750000000001,5.477225575051662,4.617607212716914e-05,1.0,1.0,7960.0
0,-4.502750000000001,5.477225575051662,0.00011911897413930335,1.0,1.0,7961.0
0,-4.502750000000001,5.477225575051662,0.00030728750511569076,1.0,1.0,7962.0
0,-4.502750000000001,5.477225575051662,0.0007927000000000001,1.0,1.0,7963.0
0,-4.502750000000001,5.477225575051662,0.01,1.0,1.0,7964.0
0,-4.502750000000001,5.477225575051662,0.014022177567400491,1.0,1.0,7965.0
0,-4.502750000000001,5.477225575051662,0.019662146373170954,1.0,1.0,7966.0
0,-4.502750000000001,5.477225575051662,0.027570610780082282,1.0,1.0,7967.0
0,-4.502750000000001,5.477225575051662,0.03865999999999999,1.0,1.0,7968.0
0,-4.502750000000001,5.477225575051662,0.09967,1.0,1.0,7969.0
0,-4.502750000000001,5.477225575051662,0.12922052653063773,1.0,1.0,7970.0
0,-4.502750000000001,5.477225575051662,0.16753230136305056,1.0,1.0,7971.0
0,-4.502750000000001,5.477225575051662,0.21720289147208666,1.0,1.0,7972.0
0,-4.502750000000001,5.477225575051662,0.2816,1.0,1.0,7973.0
0,-4.502750000000001,5.477225575051662,0.0020449034846484362,1.0,1.0,7974.0
0,-4.502750000000001,5.477225575051662,0.005275173787722109,1.0,1.0,7975.0
0,-4.502750000000001,5.477225575051662,0.05420973847557029,1.0,1.0,7976.0
0,-4.502750000000001,5.477225575051662,0.0760138578786789,1.0,1.0,7977.0
0,-4.502750000000001,12.81861019188702,0.0020449034846484362,1.0,1.0,7978.0
0,-4.502750000000001,12.81861019188702,0.005275173787722109,1.0,1.0,7979.0
0,-4.502750000000001,12.81861019188702,0.05420973847557029,1.0,1.0,7980.0
0,-4.502750000000001,12.81861019188702,0.0760138578786789,1.0,1.0,7981.0
0,-4.502750000000001,29.999999999999996,0.0020449034846484362,1.0,1.0,7982.0
0,-4.502750000000001,29.999999999999996,0.005275173787722109,1.0,1.0,7983.0
0,-4.502750000000001,29.999999999999996,0.05420973847557029,1.0,1.0,7984.0
0,-4.502750000000001,29.999999999999996,0.0760138578786789,1.0,1.0,7985.0
0,-4.502750000000001,55.84,0.0020449034846484362,1.0,1.0,7986.0
0,-4.502750000000001,55.84,0.005275173787722109,1.0,1.0,7987.0
0,-4.502750000000001,55.84,0.05420973847557029,1.0,1.0,7988.0
0,-4.502750000000001,55.84,0.0760138578786789,1.0,1.0,7989.0
0,-4.502750000000001,435.1869486529291,0.0020449034846484362,1.0,1.0,7990.0
0,-4.502750000000001,435.1869486529291,0.005275173787722109,1.0,1.0,7991.0
0,-4.502750000000001,435.1869486529291,0.05420973847557029,1.0,1.0,7992.0
0,-4.502750000000001,435.1869486529291,0.0760138578786789,1.0,1.0,7993.0
0,-4.502750000000001,3391.613185491529,0.0020449034846484362,1.0,1.0,7994.0
0,-4.502750000000001,3391.613185491529,0.005275173787722109,1.0,1.0,7995.0
0,-4.502750000000001,3391.613185491529,0.05420973847557029,1.0,1.0,7996.0
0,-4.502750000000001,3391.613185491529,0.0760138578786789,1.0,1.0,7997.0
0,-4.502750000000001,26432.410336767512,0.0020449034846484362,1.0,1.0,7998.0
0,-4.502750000000001,26432.410336767512,0.005275173787722109,1.0,1.0,7999.0
0,-4.502750000000001,26432.410336767512,0.05420973847557029,1.0,1.0,8000.0
0,-4.502750000000001,26432.410336767512,0.0760138578786789,1.0,1.0,8001.0
0,-4.502750000000001,205999.99999999994,0.0020449034846484362,1.0,1.0,8002.0
0,-4.502750000000001,205999.99999999994,0.005275173787722109,1.0,1.0,8003.0
0,-4.502750000000001,205999.99999999994,0.05420973847557029,1.0,1.0,8004.0
0,-4.502750000000001,205999.99999999994,0.0760138578786789,1.0,1.0,8005.0
0,-4.502750000000001,37350000.00000001,0.0020449034846484362,1.0,1.0,8006.0
0,-4.502750000000001,37350000.00000001,0.005275173787722109,1.0,1.0,8007.0
0,-4.502750000000001,37350000.00000001,0.05420973847557029,1.0,1.0,8008.0
0,-4.502750000000001,37350000.00000001,0.0760138578786789,1.0,1.0,8009.0
0,-4.502750000000001,47776898.61884367,0.0020449034846484362,1.0,1.0,8010.0
0,-4.502750000000001,47776898.61884367,0.005275173787722109,1.0,1.0,8011.0
0,-4.502750000000001,47776898.61884367,0.05420973847557029,1.0,1.0,8012.0
0,-4.502750000000001,47776898.61884367,0.0760138578786789,1.0,1.0,8013.0
0,-4.502750000000001,61114646.36239009,0.0020449034846484362,1.0,1.0,8014.0
0,-4.502750000000001,61114646.36239009,0.005275173787722109,1.0,1.0,8015.0
0,-4.502750000000001,61114646.36239009,0.05420973847557029,1.0,1.0,8016.0
0,-4.502750000000001,61114646.36239009,0.0760138578786789,1.0,1.0,8017.0
0,-4.502750000000001,78175857.11867201,0.0020449034846484362,1.0,1.0,8018.0
0,-4.502750000000001,78175857.11867201,0.005275173787722109,1.0,1.0,8019.0
0,-4.502750000000001,78175857.11867201,0.05420973847557029,1.0,1.0,8020.0
0,-4.502750000000001,78175857.11867201,0.0760138578786789,1.0,1.0,8021.0
0,-4.502750000000001,100000000.0,0.0020449034846484362,1.0,1.0,8022.0
0,-4.502750000000001,100000000.0,0.005275173787722109,1.0,1.0,8023.0
0,-4.502750000000001,100000000.0,0.05420973847557029,1.0,1.0,8024.0
0,-4.502750000000001,100000000.0,0.0760138578786789,1.0,1.0,8025.0
0,-4.502750000000001,650423.3455655788,1.7900000000000005e-05,1.0,1.0,8026.0
0,-4.502750000000001,650423.3455655788,4.617607212716914e-05,1.0,1.0,8027.0
0,-4.502750000000001,650423.3455655788,0.00011911897413930335,1.0,1.0,8028.0
0,-4.502750000000001,650423.3455655788,0.00030728750511569076,1.0,1.0,8029.0
0,-4.502750000000001,650423.3455655788,0.0007927000000000001,1.0,1.0,8030.0
0,-4.502750000000001,650423.3455655788,0.01,1.0,1.0,8031.0
0,-4.502750000000001,650423.3455655788,0.014022177567400491,1.0,1.0,8032.0
0,-4.502750000000001,650423.3455655788,0.019662146373170954,1.0,1.0,8033.0
0,-4.502750000000001,650423.3455655788,0.027570610780082282,1.0,1.0,8034.0
0,-4.502750000000001,650423.3455655788,0.03865999999999999,1.0,1.0,8035.0
0,-4.502750000000001,650423.3455655788,0.09967,1.0,1.0,8036.0
0,-4.502750000000001,650423.3455655788,0.12922052653063773,1.0,1.0,8037.0
0,-4.502750000000001,650423.3455655788,0.16753230136305056,1.0,1.0,8038.0
0,-4.502750000000001,650423.3455655788,0.21720289147208666,1.0,1.0,8039.0
0,-4.502750000000001,650423.3455655788,0.2816,1.0,1.0,8040.0
0,-4.502750000000001,650423.3455655788,0.0020449034846484362,1.0,1.0,8041.0
0,-4.502750000000001,650423.3455655788,0.005275173787722109,1.0,1.0,8042.0
0,-4.502750000000001,650423.3455655788,0.05420973847557029,1.0,1.0,8043.0
0,-4.502750000000001,650423.3455655788,0.0760138578786789,1.0,1.0,8044.0
0,-4.502750000000001,2053643.342022915,1.7900000000000005e-05,1.0,1.0,8045.0
0,-4.502750000000001,2053643.342022915,4.617607212716914e-05,1.0,1.0,8046.0
0,-4.502750000000001,2053643.342022915,0.00011911897413930335,1.0,1.0,8047.0
0,-4.502750000000001,2053643.342022915,0.00030728750511569076,1.0,1.0,8048.0
0,-4.502750000000001,2053643.342022915,0.0007927000000000001,1.0,1.0,8049.0
0,-4.502750000000001,2053643.342022915,0.01,1.0,1.0,8050.0
0,-4.502750000000001,2053643.342022915,0.014022177567400491,1.0,1.0,8051.0
0,-4.502750000000001,2053643.342022915,0.019662146373170954,1.0,1.0,8052.0
0,-4.502750000000001,2053643.342022915,0.027570610780082282,1.0,1.0,8053.0
0,-4.502750000000001,2053643.342022915,0.03865999999999999,1.0,1.0,8054.0
0,-4.502750000000001,2053643.342022915,0.09967,1.0,1.0,8055.0
0,-4.502750000000001,2053643.342022915,0.12922052653063773,1.0,1.0,8056.0
0,-4.502750000000001,2053643.342022915,0.16753230136305056,1.0,1.0,8057.0
0,-4.502750000000001,2053643.342022915,0.21720289147208666,1.0,1.0,8058.0
0,-4.502750000000001,2053643.342022915,0.2816,1.0,1.0,8059.0
0,-4.502750000000001,2053643.342022915,0.0020449034846484362,1.0,1.0,8060.0
0,-4.502750000000001,2053643.342022915,0.005275173787722109,1.0,1.0,8061.0
0,-4.502750000000001,2053643.342022915,0.05420973847557029,1.0,1.0,8062.0
0,-4.502750000000001,2053643.342022915,0.0760138578786789,1.0,1.0,8063.0
0,-4.502750000000001,6484162.976296218,1.7900000000000005e-05,1.0,1.0,8064.0
0,-4.502750000000001,6484162.976296218,4.617607212716914e-05,1.0,1.0,8065.0
0,-4.502750000000001,6484162.976296218,0.00011911897413930335,1.0,1.0,8066.0
0,-4.502750000000001,6484162.976296218,0.00030728750511569076,1.0,1.0,8067.0
0,-4.502750000000001,6484162.976296218,0.0007927000000000001,1.0,1.0,8068.0
0,-4.502750000000001,6484162.976296218,0.01,1.0,1.0,8069.0
0,-4.502750000000001,6484162.976296218,0.014022177567400491,1.0,1.0,8070.0
0,-4.502750000000001,6484162.976296218,0.019662146373170954,1.0,1.0,8071.0
0,-4.502750000000001,6484162.976296218,0.027570610780082282,1.0,1.0,8072.0
0,-4.502750000000001,6484162.976296218,0.03865999999999999,1.0,1.0,8073.0
0,-4.502750000000001,6484162.976296218,0.09967,1.0,1.0,8074.0
0,-4.502750000000001,6484162.976296218,0.12922052653063773,1.0,1.0,8075.0
0,-4.502750000000001,6484162.976296218,0.16753230136305056,1.0,1.0,8076.0
0,-4.502750000000001,6484162.976296218,0.21720289147208666,1.0,1.0,8077.0
0,-4.502750000000001,6484162.976296218,0.2816,1.0,1.0,8078.0
0,-4.502750000000001,6484162.976296218,0.0020449034846484362,1.0,1.0,8079.0
0,-4.502750000000001,6484162.976296218,0.005275173787722109,1.0,1.0,8080.0
0,-4.502750000000001,6484162.976296218,0.05420973847557029,1.0,1.0,8081.0
0,-4.502750000000001,6484162.976296218,0.0760138578786789,1.0,1.0,8082.0
0,-4.502750000000001,20473062.991432272,1.7900000000000005e-05,1.0,1.0,8083.0
0,-4.502750000000001,20473062.991432272,4.617607212716914e-05,1.0,1.0,8084.0
0,-4.502750000000001,20473062.991432272,0.00011911897413930335,1.0,1.0,8085.0
0,-4.502750000000001,20473062.991432272,0.00030728750511569076,1.0,1.0,8086.0
0,-4.502750000000001,20473062.991432272,0.0007927000000000001,1.0,1.0,8087.0
0,-4.502750000000001,20473062.991432272,0.01,1.0,1.0,8088.0
0,-4.502750000000001,20473062.991432272,0.014022177567400491,1.0,1.0,8089.0
0,-4.502750000000001,20473062.991432272,0.019662146373170954,1.0,1.0,8090.0
0,-4.502750000000001,20473062.991432272,0.027570610780082282,1.0,1.0,8091.0
